quote_number,revision_number,status,created,due_date,sent_date,expired_date,expired,rfq_number,priority,private_notes,authenticated_pdf_quote_url
7455,0,expired,2025-04-07T18:59:42.281031+00:00,2025-04-16T17:00:00+00:00,2025-04-16T14:00:26.452744+00:00,2025-05-07T18:59:42.268910+00:00,True,BID0029852,2,"G:\Bell Helicopter\20250404 - BID0029852

No quote uploaded into S2B portal on 04/16/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/ad3cef42-a946-4655-ac33-f4a231d3779d/Quote7455.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ummL8cS%2FwD%2BJGOA0QeGmT%2BYUiVE%3D&Expires=1750374032
7456,0,expired,2025-04-07T19:01:41.661297+00:00,2025-04-24T17:00:00+00:00,2025-04-24T12:59:06.509241+00:00,2025-05-07T19:01:41.646873+00:00,True,BID0029872,1,"G:\Bell Helicopter\20250404 - BID0029872

Quote entered in S2B portal 04/25/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/f692e008-4bc8-4121-93c0-c146db136d2b/Quote7456.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=WDrwxYESx%2Fo5ZQYtLuPKNXNE6cY%3D&Expires=1750374030
7457,0,expired,2025-04-07T19:03:29.690791+00:00,2025-04-16T17:00:00+00:00,2025-04-16T13:31:48.456024+00:00,2025-05-07T19:03:29.680660+00:00,True,BID0029859,2,"G:\Bell Helicopter\20250404 - BID0029859

No quote uploaded into S2B portal on 04/16/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1d056402-ffa3-4fb2-9aca-c247b5cb154f/Quote7457.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=5%2Fx6%2FTFO%2FzORCFr5tsFmOp9gamQ%3D&Expires=1750374028
7458,0,expired,2025-04-07T19:07:09.711971+00:00,2025-04-16T17:00:00+00:00,2025-04-24T18:54:02.424116+00:00,2025-05-07T19:07:09.696700+00:00,True,BID0029853,2,"G:\Bell Helicopter\20250404 - BID0029853

Rfq closed in S2B portal before we could submit",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/e07c41c3-ce75-4eaa-b4a1-c426367f30a3/Quote7458.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=WebvYkO5%2BJIcBMJfSOaOdKtZPiA%3D&Expires=1750374034
7459,0,expired,2025-04-07T19:15:13.855288+00:00,2025-04-25T17:00:00+00:00,2025-04-24T19:31:41.637783+00:00,2025-05-07T19:15:13.829702+00:00,True,BID0029868,1,"G:\Bell Helicopter\20250404 - BID0029868

Quote entered in S2B portal 04/25/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1c3b7b6e-4e42-4806-aaf2-acd40b560e22/Quote7459.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=q0caVZUGexykkUWmAcYxPgmHSb4%3D&Expires=1750374037
7461,0,expired,2025-04-08T15:17:51.276355+00:00,2025-04-11T15:17:51.264014+00:00,2025-04-08T16:05:29.401749+00:00,2025-05-08T15:17:51.262047+00:00,True,0270-76128,9,"more details in attached email-
X7 is the exact qty as of right now.
We made x1 back in 2022 under 32JDF.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/d2544900-43da-42c9-bf53-18550906b910/Quote7461.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=UrZLwJq9hRCAGbKjsYAQIqTieOU%3D&Expires=1750374047
7462,0,expired,2025-04-08T17:08:05.320815+00:00,2025-05-10T17:00:00+00:00,2025-04-10T14:18:00.121946+00:00,2025-05-08T17:08:05.305589+00:00,True,411990,10,"G:\Applied Materials\20250404 - 411990

EAU is 2. You can provide scale pricing in scale of x1,x2,x5,x10,x15,x20",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/ee6ce0c6-c47b-491c-ad3f-25fc001c6118/Quote7462.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=6f6NBYeGMphu1GV5srjJ7CE%2BOpk%3D&Expires=1750374046
7463,0,expired,2025-04-08T17:10:11.140699+00:00,2025-04-11T17:10:11.131203+00:00,2025-04-10T12:20:42.599786+00:00,2025-05-08T17:10:11.129816+00:00,True,Q08147,9,G:\Projects Unlimited\20250404 - Q08147,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/ce9a695a-05f4-47f4-8077-cd81190b7489/Quote7463.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ICZ4zfQ77p9sTMcnWTJLX%2Fo5AE8%3D&Expires=1750374046
7464,0,expired,2025-04-08T17:13:30.870438+00:00,2025-04-11T17:00:00+00:00,2025-04-10T15:24:32.051883+00:00,2025-05-08T17:13:30.855242+00:00,True,C403-01458-00,1,G:\CesiumAstro\20250324 - C403 parts,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/fb2d8787-2cdc-47ca-b68f-ef103bb7e7ff/Quote7464.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=lWG8jw1QTyEgQxEQ8aOj8Ot9cjY%3D&Expires=1750374046
7465,0,trash,2025-04-08T17:33:06.902093+00:00,2025-04-10T17:00:00+00:00,,2025-05-08T17:33:06.890657+00:00,True,412044,,"G:\Applied Materials\20250404 - 412044

Note form customer
""looks like we may have to change the design of this panel.  The width is in question.  Prasanna is on the email string and will see it on Monday.  Just wanted to let you know to hold off on the quote for now.""

04/09/2025 note from customer
""It has been confirmed that our design needs to change, so we can officially cancel this request.  I do appreciate the time and effort you have put into this request.""

DELETING THE QUOTE",
7466,0,expired,2025-04-08T17:37:23.317653+00:00,2025-05-10T17:00:00+00:00,2025-04-10T14:18:39.642606+00:00,2025-05-08T17:37:23.302529+00:00,True,412123,10,G:\Applied Materials\20250404 - 412123,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/e9088914-9959-436d-a68d-b58ee4886043/Quote7466.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=s9PBZYWsWTq5eBVmB%2B4lInECjNQ%3D&Expires=1750374050
7467,0,expired,2025-04-08T18:11:21.347019+00:00,2025-04-21T17:00:00+00:00,2025-04-21T13:18:12.241353+00:00,2025-05-08T18:11:21.331611+00:00,True,AA25074,9,"G:\Ducommun  ( also part of LABARGE )\20231128 - AA23259
G:\Ducommun  ( also part of LABARGE )\20250407 - AA25074
G:\Ducommun  ( also part of LABARGE )\20240805 - AA24148

Customer also wants QTY 300 and 500 quoted",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/3da53217-f8aa-448c-972d-ad162533fa6b/Quote7467.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=bKHdnVkdLbTTNMAjl8kVDUWj1GE%3D&Expires=1750374052
7468,0,expired,2025-04-08T18:25:18.391872+00:00,2025-04-14T17:00:00+00:00,2025-04-08T19:34:46.640551+00:00,2025-05-08T18:25:18.375498+00:00,True,AABHROR4,9,"G:\Ducommun  ( also part of LABARGE )\20241009 - AA24088R1

TARGET  / $178.00",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/7e4a470c-a26f-46df-8d27-492cfd888487/Quote7468.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=Bs66xWwYKD2LV8WhJYI7uXKi4jg%3D&Expires=1750374053
7469,0,expired,2025-04-08T18:45:11.269071+00:00,2025-04-17T17:00:00+00:00,2025-04-17T15:21:30.893314+00:00,2025-05-08T18:45:11.253681+00:00,True,BID0029878,3,"G:\Bell Helicopter\20250407 - BID0029878

No quote entered in S2B 04/22/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/595f3caf-375a-4499-8db1-0da71202952b/Quote7469.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=reh2FSwHjJU3Zn89rVkq6ALO4Q0%3D&Expires=1750374048
7470,0,trash,2025-04-08T20:29:14.612172+00:00,2025-04-11T20:29:14.597646+00:00,,2025-05-08T20:29:14.594610+00:00,True,512-030-800-119/-120/-121/-047,,"G:\Qarbon\20250211 - 512-030-800-119-120-121-047

REV REASON
Re-quoting these part numbers less the bearings and with the stipulation that Qarbon provide the bearings",
7471,0,outstanding,2025-04-09T16:06:49.771351+00:00,2025-04-12T16:06:49.758778+00:00,2025-05-16T22:46:49.042443+00:00,2025-06-20T12:00:00+00:00,False,,1,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/df2ba8f7-e6b7-485c-ba81-0d1fb4fceb01/Quote7471.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=BRpSZPwnq3RKbVfUqheKwo6dLx4%3D&Expires=1750374058
7472,0,expired,2025-04-09T16:40:48.806993+00:00,2025-04-18T17:00:00+00:00,2025-04-18T12:32:58.632465+00:00,2025-05-09T16:40:48.756207+00:00,True,BID0029893,9,"G:\Bell Helicopter\20250407 - BID0029893

Quote entered in S2B 04/22/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/87521d22-51ad-49e3-9a50-665e056d3809/Quote7472.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=csRZrc798uk4zLPLrKOtExbYxTI%3D&Expires=1750374052
7473,0,expired,2025-04-09T16:52:40.891998+00:00,2025-04-18T17:00:00+00:00,2025-04-18T12:01:27.346445+00:00,2025-05-09T16:52:40.879636+00:00,True,BID0029901,2,"G:\Bell Helicopter\20250407 - BID0029901

Quote entered in S2B 04/22/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/ba8442a4-4df5-41bd-a5e9-a8f1b0499901/Quote7473.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=4MbEyJ%2FES0Apf5JyWeyfiLbJvCI%3D&Expires=1750374050
7474,0,accepted,2025-04-09T16:59:49.372556+00:00,2025-04-18T17:00:00+00:00,2025-04-18T11:39:59.293769+00:00,2025-05-09T16:59:49.358296+00:00,True,BID0029900,3,"G:\Bell Helicopter\20250407 - BID0029900

Quote entered in S2B 04/22/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/df90fe19-4782-4f7c-8ca7-bf832f9728e1/Quote7474.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=f0kJQTs7vHaYITJDbE0WIn6v3jw%3D&Expires=1750374049
7475,0,expired,2025-04-09T17:08:38.873164+00:00,2025-04-29T17:00:00+00:00,2025-04-30T13:43:21.260210+00:00,2025-05-09T17:08:38.861125+00:00,True,BID0029950,3,"G:\Bell Helicopter\20250408 - BID0029950

Quote entered into S2B portal on 04/30/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/3a253ebe-4af7-4b5a-9011-641fd496106e/Quote7475.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ojUBkUnKEm2mmuyFrfJWXj7fXag%3D&Expires=1750374047
7476,0,expired,2025-04-09T17:11:57.359966+00:00,2025-04-21T17:00:00+00:00,2025-04-21T14:29:32.883684+00:00,2025-05-09T17:11:57.346478+00:00,True,BID0029946,3,"G:\Bell Helicopter\20250408 - BID0029946

No quote entered in S2B 04/22/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/17ff654c-b2e0-46af-ab57-817a35f8191a/Quote7476.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=1ZhbKlM747DCsXZESdJZ8i7K8GA%3D&Expires=1750374048
7477,0,expired,2025-04-09T17:21:20.587807+00:00,2025-04-15T17:00:00+00:00,2025-04-16T16:11:34.000918+00:00,2025-05-30T12:00:00+00:00,True,412517,1,"G:\Applied Materials\20250408 - 412517

        P/N                        EAU
0043-05952		5558
0043-06331		3176
0043-06747		2382",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/0cd68cc2-d155-404d-99db-93a0e71a904e/Quote7477.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ppPBC6Sjo7Zd0opIV5KUVyMA8Ds%3D&Expires=1750374051
7478,0,expired,2025-04-09T17:26:55.531079+00:00,2025-04-15T17:00:00+00:00,2025-04-14T20:04:44.209779+00:00,2025-05-23T12:00:00+00:00,True,0020-63528,9,"G:\Sanmina-SCI\20250408 - 0020-63528

target price is $14",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/65c996af-1659-4f9e-8119-256f957839ba/Quote7478.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=AcRaslD7ZE%2B1xnu82dUD2jCo3S4%3D&Expires=1750374047
7479,0,accepted,2025-04-09T17:55:40.396350+00:00,2025-04-15T17:00:00+00:00,2025-04-17T15:14:52.622022+00:00,2025-05-30T12:00:00+00:00,True,412658,1,"G:\Applied Materials\20250408 - 412658

using pricing from 0011-03674  per MN",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/b2ef36a1-1dd4-4759-bfd7-2ccb25db5509/Quote7479.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=QOx%2FF3q5J0ojWEdN1ugDp03GkvA%3D&Expires=1750374054
7480,0,outstanding,2025-04-09T18:03:25.980745+00:00,2025-04-28T17:00:00+00:00,2025-05-06T13:22:28.628438+00:00,2025-06-30T12:00:00+00:00,False,412792,3,G:\Applied Materials\20250409 - 412792,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/a62565c5-2e88-4550-8d99-89861bc4e80b/Quote7480.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=hlOKJB6sVTueGDvM4bpxtInMkwo%3D&Expires=1750374060
7481,0,expired,2025-04-09T18:07:43.140117+00:00,2025-04-12T18:07:43.127983+00:00,2025-04-11T19:18:43.747509+00:00,2025-05-09T18:07:43.125373+00:00,True,OR450_ BLADE CUPS,1,We will need these 6/12 and a QTY: 76,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/b1bf95ad-da22-42dd-9f62-927bc86bbe60/Quote7481.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=xQOivGYaaxTsk311ihlQbCOqS9k%3D&Expires=1750374060
7482,0,trash,2025-04-09T18:11:29.826989+00:00,2025-04-14T17:00:00+00:00,,2025-05-09T18:11:29.815578+00:00,True,412812,,"G:\Applied Materials\20250409 - 412812

Duplicate",
7483,0,expired,2025-04-09T18:18:07.020258+00:00,2025-04-16T17:00:00+00:00,2025-04-15T13:11:20.565864+00:00,2025-05-23T12:00:00+00:00,True,412823,3,G:\Applied Materials\20250409 - 412823,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1c617a7a-e894-4370-a248-8742973eed21/Quote7483.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=hImwDljnpjQ%2B%2FVBN4iSppcseikU%3D&Expires=1750374060
7484,0,expired,2025-04-09T18:26:19.318163+00:00,2025-04-15T17:00:00+00:00,2025-04-15T14:37:22.737122+00:00,2025-05-09T18:26:19.301138+00:00,True,Acutronic RFQ,9,"G:\Acutronic\20230420 - ATI70
G:\Acutronic\20240520 - Acutronic RFQ",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1e367655-ca57-45b5-b594-7d8337b40d57/Quote7484.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=DBO9%2FntChF3V2MlvKGM9vX7nWFI%3D&Expires=1750374060
7485,0,expired,2025-04-09T21:30:19.265456+00:00,2025-04-12T21:30:19.253227+00:00,2025-04-09T21:49:09.917153+00:00,2025-05-09T21:30:19.250755+00:00,True,41214,9,File Location here.,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/25bd0679-7741-4457-abce-a8a4ededaa60/Quote7485.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=X79TzxBjhHlG7nLSJGMp9o2X2S4%3D&Expires=1750374061
7486,0,expired,2025-04-10T19:59:58.843649+00:00,2025-04-11T17:00:00+00:00,2025-04-11T14:31:41.891069+00:00,2025-05-10T19:59:58.830681+00:00,True,BID0029578,,"G:\Bell Helicopter\20241209 - BID0027568

Quote uploaded into S2B portal on 04/11/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/659d4920-c9d1-4306-ae0a-4851a87f4bfa/Quote7486.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=fp2DcBwcW6D7bYuWvqGGD5VRs6E%3D&Expires=1750374066
7487,0,expired,2025-04-10T20:15:05.857683+00:00,2025-04-22T17:00:00+00:00,2025-04-22T20:45:01.603519+00:00,2025-05-10T20:15:05.839454+00:00,True,BID0029963,1,"G:\Bell Helicopter\20250409 - BID0029963

Quote entered in S2B portal 04/25/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/1dc54c30-9577-40a0-ba65-cecac8a349d7/Quote7487.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=AeVLlMTK1TPY%2Fzos8YFSfvEhumE%3D&Expires=1750374061
7489,0,expired,2025-04-10T20:21:54.103526+00:00,2025-04-25T17:00:00+00:00,2025-04-24T13:35:21.805528+00:00,2025-05-10T20:21:54.084880+00:00,True,BID0029985,3,"G:\Bell Helicopter\20250409 - BID0029985

Quote entered in S2B portal 04/25/2025",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/8d90f476-1ba2-4810-a501-99c0c6a0e4fc/Quote7489.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=NNigkMjUIXzzzdYtDjXTOKOnCYA%3D&Expires=1750374065
7490,0,expired,2025-04-10T20:26:07.252429+00:00,2025-04-13T20:26:07.241322+00:00,2025-04-14T11:18:17.867070+00:00,2025-05-10T20:26:07.239158+00:00,True,BID0029968,,"G:\Bell Helicopter\20250409 - BID0029968

Quote entered in S2B portal 04/14/25",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/6c1859ee-538f-4b0f-9b53-2f53fd1be75e/Quote7490.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=sMH68i%2BOOGwYuo%2BoIzvFacj8iVI%3D&Expires=1750374063
7492,0,expired,2025-04-10T20:34:27.025730+00:00,2025-04-18T17:00:00+00:00,2025-04-21T15:50:58.396516+00:00,2025-05-30T12:00:00+00:00,True,413099,10,"G:\Applied Materials\20250410 - 413099

EAU is 1. You can provide scale pricing in scale of x1,x2,x5,x10,x15",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/0d557b51-be59-45e6-a145-956217055b18/Quote7492.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=%2Fn44m%2BHgpGdnKUVThzWfIp7tQOY%3D&Expires=1750374068
7493,0,expired,2025-04-10T20:41:50.534961+00:00,2025-04-17T17:00:00+00:00,2025-04-21T15:40:32.680151+00:00,2025-05-30T12:00:00+00:00,True,MQ11579,2,"G:\Ichor\20250410 - MQ11579

Note** Line 2, the PDF is viewable. Not sure why its not showing up properly in paperless, but we can view it from the G-Drive.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/c3fc80a8-dcbb-44fe-a742-33ecab338639/Quote7493.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=V0UxcKjMIspEoOlPIGoZGfKbTjo%3D&Expires=1750374067
7494,0,expired,2025-04-11T10:39:18.893586+00:00,2025-04-18T17:00:00+00:00,2025-04-17T15:18:00.243632+00:00,2025-05-30T12:00:00+00:00,True,TLMI Corp - Spindle RFQ,10,"Contact name: Bryan Rose
Contact email: brose@tlmicorp.com
Contact business name: TLMI Corporation
Contact phone: (512) 833-7075
Tell us how you found us (e.g. email, a colleague, Google search, etc.): maps
Contact notes:
 	I have a part here that needs to be modified. it's a spindle that has some stripped out 8/32 threads. We need to have the threaded holes enlarged to 11/16 smooth bore holes. I am looking forward to hearing from you. thank you for your time.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/4bff9579-bf02-4972-ac13-65dbcfa19210/Quote7494.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=iHZxYvVvutrGvadcx8JG%2BjnDlUE%3D&Expires=1750374063
7495,0,expired,2025-04-11T19:10:56.885094+00:00,2025-04-17T17:00:00+00:00,2025-04-14T20:04:52.015451+00:00,2025-05-14T12:00:00+00:00,True,MQ11580,2,G:\Ichor\20250410 - MQ11580,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/deae8def-0fba-43c7-9adc-56bf77855133/Quote7495.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=3rSjMUYdEs%2BsjI59Cl6jXn5xDWA%3D&Expires=1750374068
7496,0,expired,2025-04-11T19:15:52.703563+00:00,2025-04-18T17:00:00+00:00,2025-04-15T13:14:11.199375+00:00,2025-05-15T12:00:00+00:00,True,58838,2,G:\Benchmark Precision Technologies\20250410 - 58838,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/b4c27870-6617-4d8c-86a0-97a7e5fb0323/Quote7496.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=s76B5UcEDdYyIN5uzjqiVx9%2FqeM%3D&Expires=1750374065
7497,0,accepted,2025-04-11T19:21:34.795296+00:00,2025-04-20T17:00:00+00:00,2025-04-21T15:45:28.147065+00:00,2025-05-30T12:00:00+00:00,True,413193,3,G:\Applied Materials\20250410 - 413193,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/874ec97f-fe40-4723-9425-cc86e1fffdee/Quote7497.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=oVXkRR6f6tnmZzK8uuny54Rcrvw%3D&Expires=1750374068
7498,0,expired,2025-04-11T19:26:02.157618+00:00,2025-04-14T19:26:02.141597+00:00,2025-04-15T13:10:03.447664+00:00,2025-05-30T12:00:00+00:00,True,413245,,G:\Applied Materials\20250410 - 413245,https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/b346bd89-7fb0-4c8c-bcfd-aeba85567699/Quote7498.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=JZIS4HrQA45j4x%2BEwwIxnx0v%2BOU%3D&Expires=1750374068
7499,0,outstanding,2025-04-11T19:29:48.062299+00:00,2025-04-14T19:29:48.053890+00:00,2025-05-06T13:27:56.996598+00:00,2025-06-30T12:00:00+00:00,False,413272,9,"G:\Applied Materials\20250325 - 409909

Contract quote, we just quoted qty 1 and 6, but the customer is requesting qty 2 as well.",https://s3-fips.us-gov-west-1.amazonaws.com/pdfs.app.digitalmfg/quote-pdf/8b5519ad-2224-4ad6-9cee-238e17956c07/Quote7499.pdf?AWSAccessKeyId=AKIAX6ZDWWYS27SJFGFZ&Signature=ohaoSEKUS5UhJ8bYUxHLvt9h618%3D&Expires=1750374063
